MachineID,BatchID,OperatingTime,Downtime,ActualOutput,IdealOutput,GoodUnits,TotalUnits,OEE,TrueAnomaly
1,29,8.18,0.86,1048,1052,992,1048,85.33,0
2,47,6.64,1.15,796,872,724,796,70.77,0
1,34,8.88,0.61,976,1079,915,976,79.35,0
4,25,7.81,0.86,826,907,805,826,79.95,0
4,34,6.77,0.95,838,963,804,838,73.22,0
4,29,7.03,0.82,856,937,837,856,80.0,0
4,28,7.88,0.9,871,938,849,871,81.23,0
3,48,7.6,0.48,813,906,748,813,77.66,0
1,4,7.78,0.85,885,1041,819,885,70.93,0
3,47,7.19,0.43,851,932,739,851,74.82,0
3,34,7.88,0.07,802,937,740,802,78.28,0
2,20,5.33,1.75,837,946,757,837,60.24,0
4,2,7.69,0.53,950,965,916,950,88.8,0
1,25,7.07,0.77,870,928,802,870,77.93,0
4,5,6.98,0.56,901,915,880,901,89.03,0
1,24,6.34,0.54,820,912,782,820,79.02,0
2,18,5.18,1.1,831,911,755,831,68.36,0
2,43,6.07,1.99,739,857,682,739,59.93,0
1,24,6.9,0.58,976,985,920,976,86.16,0
4,36,7.14,0.95,810,940,782,810,73.42,0
3,47,7.72,0.29,873,941,743,873,76.1,0
3,13,7.62,0.03,1045,1067,891,1045,83.18,0
4,30,6.97,0.95,821,954,780,821,71.95,0
2,31,6.27,1.66,831,854,759,831,70.27,0
1,50,8.18,0.61,814,900,756,814,78.17,0
3,25,7.34,0.29,948,1057,849,948,77.27,0
3,2,7.45,0.18,863,1009,749,863,72.48,0
2,17,5.83,1.1,902,977,854,902,73.54,0
2,10,6.07,1.43,786,820,724,786,71.46,0
1,42,7.59,1.35,930,1064,868,930,69.26,0
2,20,6.36,1.67,829,844,762,829,71.51,0
2,37,6.93,1.17,910,979,847,910,74.02,0
3,19,7.88,0.47,908,1040,845,908,76.68,0
1,22,8.65,1.08,967,986,909,967,81.96,0
1,10,7.35,1.39,938,976,883,938,76.08,0
2,12,6.87,1.74,891,893,845,891,75.5,0
2,1,6.39,1.97,774,855,711,774,63.56,0
1,33,7.14,1.28,883,1010,845,883,70.94,0
4,27,6.7,0.8,954,989,921,954,83.19,0
3,23,7.27,0.39,958,1011,880,958,82.61,0
1,45,8.73,1.03,906,1060,862,906,72.74,0
3,19,7.09,0.19,1002,1041,883,1002,82.61,0
2,11,5.82,1.79,753,840,686,753,62.46,0
2,2,6.9,1.24,786,827,744,786,76.26,0
4,24,6.54,0.52,851,974,816,851,77.61,0
2,14,5.73,1.49,727,839,663,727,62.71,0
2,22,7.0,1.38,843,962,767,843,66.6,0
1,29,6.48,0.52,1007,1035,927,1007,82.91,0
3,18,7.48,0.08,884,926,833,884,89.0,0
3,36,7.34,0.1,890,989,793,890,79.1,0
3,32,7.62,0.1,936,1077,838,936,76.8,0
4,20,6.99,0.51,885,954,847,885,82.75,0
1,24,7.69,1.36,927,1028,879,927,72.66,0
3,34,7.78,0.35,839,941,789,839,80.24,0
3,4,7.83,0.34,927,1084,817,927,72.23,0
4,45,6.97,0.58,896,983,866,896,81.33,0
1,6,8.42,0.71,868,972,829,868,78.66,0
3,21,7.5,0.5,939,958,881,939,86.21,0
1,48,7.5,1.01,901,981,864,901,77.62,0
1,9,7.7,1.49,895,980,844,895,72.16,0
2,16,5.96,1.7,796,893,748,796,65.17,0
3,29,7.38,0.13,983,988,894,983,88.92,0
3,7,7.06,0.14,826,954,759,826,78.01,0
4,22,7.76,0.79,918,981,880,918,81.42,0
4,12,6.77,0.82,957,970,911,957,83.77,0
1,9,8.62,0.63,930,964,855,930,82.65,0
2,44,5.23,1.72,887,907,814,887,67.54,0
3,39,7.43,0.44,1014,1065,889,1014,78.81,0
2,34,6.43,1.49,792,839,733,792,70.93,0
1,40,6.81,1.42,846,981,811,846,68.41,0
2,5,6.27,1.12,734,803,676,734,71.43,0
3,48,7.83,0.38,1019,1069,917,1019,81.81,0
3,36,7.1,0.21,930,992,843,930,82.54,0
4,18,7.31,0.98,853,929,829,853,78.69,0
3,16,7.73,0.45,928,1073,828,928,72.92,0
3,25,7.2,0.42,856,995,776,856,73.69,0
4,6,7.21,0.75,808,931,772,808,75.11,0
1,4,8.73,0.82,898,974,847,898,79.49,0
4,14,7.64,0.84,901,960,878,901,82.4,0
2,20,6.21,1.82,805,864,757,805,67.76,0
1,10,8.88,0.73,868,1008,808,868,74.07,0
3,33,7.28,0.27,832,960,752,832,75.53,0
2,24,5.99,1.86,939,943,875,939,70.8,0
3,34,7.92,0.09,855,973,784,855,79.67,0
2,12,5.31,1.48,873,962,808,873,65.68,0
3,44,7.77,0.01,939,1048,803,939,76.52,0
1,33,8.56,0.52,899,982,843,899,80.93,0
2,37,5.43,1.56,810,877,761,810,67.41,0
1,31,8.75,1.35,961,1019,891,961,75.75,0
3,41,7.76,0.14,831,920,722,831,77.09,0
2,45,6.49,1.47,713,828,670,713,65.97,0
2,12,6.65,1.46,822,824,769,822,76.52,0
2,6,5.28,1.33,888,975,802,888,65.71,0
2,34,5.58,1.33,838,935,755,838,65.21,0
3,4,7.05,0.35,955,1015,824,955,77.34,0
3,6,7.42,0.43,840,904,784,840,81.98,0
3,41,7.35,0.36,967,1057,911,967,82.16,0
3,43,7.47,0.05,988,1076,862,988,79.58,0
4,3,6.99,0.69,936,939,909,936,88.11,0
1,45,7.31,0.74,901,906,863,901,86.5,0
1,37,6.04,1.13,888,913,846,888,78.06,0
4,33,6.11,0.52,914,936,890,914,87.63,0
4,5,7.43,0.7,899,991,855,899,78.85,0
1,26,6.26,0.84,1052,1067,981,1052,81.06,0
4,50,6.87,0.54,822,928,796,822,79.52,0
2,27,5.4,1.18,857,972,800,857,67.54,0
4,6,6.44,0.96,822,910,794,822,75.93,0
3,2,7.71,0.28,932,1042,839,932,77.7,0
1,1,8.06,0.6,834,974,790,834,75.49,0
3,32,7.46,0.32,925,934,863,925,88.6,0
1,36,6.39,0.56,908,972,837,908,79.17,0
4,27,6.83,0.74,878,906,845,878,84.15,0
4,24,7.91,0.87,919,943,893,919,85.31,0
1,25,6.13,0.97,1013,1099,937,1013,73.61,0
1,31,8.39,0.95,952,963,898,952,83.77,0
4,2,6.57,0.81,799,929,761,799,72.93,0
4,35,7.15,0.88,871,900,837,871,82.81,0
2,5,6.04,1.56,981,990,921,981,73.93,0
1,19,7.95,1.21,893,1019,837,893,71.29,0
4,20,7.64,0.61,917,941,887,917,87.29,0
1,33,7.76,1.23,1069,1084,1019,1069,81.14,0
3,3,7.45,0.34,955,981,843,955,82.18,0
2,12,6.08,1.14,801,879,730,801,69.94,0
2,3,6.14,1.31,887,922,812,887,72.58,0
4,21,7.76,0.64,800,900,769,800,78.93,0
3,9,7.79,0.49,978,1009,838,978,78.14,0
4,42,7.14,0.58,939,960,904,939,87.09,0
4,6,7.6,0.83,881,923,857,881,83.71,0
2,36,6.52,1.55,911,978,832,911,68.73,0
1,14,6.31,0.91,863,924,828,863,78.32,0
4,42,6.68,0.58,897,954,866,897,83.52,0
3,44,7.21,0.49,995,1014,896,995,82.74,0
4,34,6.59,0.88,807,934,773,807,73.01,0
3,31,7.93,0.23,925,955,810,925,82.43,0
3,42,7.69,0.4,890,1029,833,890,76.95,0
2,13,6.51,1.63,797,814,753,797,73.98,0
2,26,5.35,1.24,881,970,822,881,68.8,0
3,5,7.92,0.09,932,982,854,932,85.99,0
4,25,6.68,0.57,881,905,860,881,87.56,0
4,6,7.16,0.69,870,930,846,870,82.97,0
1,33,8.34,1.26,977,1044,926,977,77.06,0
1,44,7.1,1.11,786,910,736,786,69.94,0
2,35,6.8,1.11,897,940,847,897,77.46,0
3,30,7.66,0.02,914,960,839,914,87.17,0
3,19,7.4,0.18,1016,1025,939,1016,89.43,0
1,20,7.77,0.96,1058,1096,976,1058,79.26,0
3,33,7.8,0.31,1058,1060,980,1058,88.92,0
2,22,6.72,1.73,954,995,880,954,70.34,0
4,15,6.61,0.92,914,935,873,914,81.96,0
4,7,6.67,0.99,902,927,866,902,81.35,0
2,1,6.59,1.73,855,865,795,855,72.8,0
2,17,6.15,1.21,858,972,814,858,69.98,0
4,35,7.59,0.69,868,926,839,868,83.05,0
1,30,8.29,0.51,937,1028,865,937,79.27,0
2,8,5.47,1.73,816,941,748,816,60.39,0
2,13,6.26,1.07,743,800,683,743,72.91,0
2,44,6.23,1.9,928,962,841,928,66.99,0
4,49,7.4,0.54,922,963,897,922,86.81,0
2,44,5.67,1.42,818,937,752,818,64.18,0
1,29,6.92,0.86,935,942,895,935,84.51,0
4,38,7.33,0.8,838,981,798,838,73.34,0
1,10,7.19,1.13,815,906,772,815,73.64,0
1,15,8.76,0.73,944,1000,891,944,82.25,0
3,16,7.72,0.07,1064,1081,936,1064,85.81,0
1,28,6.01,1.39,830,967,782,830,65.68,0
4,23,6.56,0.96,847,902,826,847,79.88,0
1,30,8.98,0.78,885,906,843,885,85.61,0
1,15,8.2,0.8,846,925,808,846,79.59,0
2,49,6.59,1.8,895,959,839,895,68.72,0
4,33,6.62,0.56,862,955,838,862,80.9,0
4,7,7.58,0.73,904,994,862,904,79.1,0
1,44,8.74,1.41,1046,1096,964,1046,75.74,0
3,23,7.19,0.2,843,967,727,843,73.15,0
2,49,6.87,1.25,771,800,710,771,75.09,0
3,34,7.31,0.43,832,973,736,832,71.44,0
3,46,7.01,0.13,1046,1093,944,1046,84.8,0
1,50,8.94,0.94,995,1064,936,995,79.6,0
2,4,6.07,1.73,811,836,748,811,69.63,0
2,25,6.43,1.65,919,979,837,919,68.04,0
4,18,7.85,0.82,876,970,833,876,77.75,0
4,47,7.23,0.85,946,997,910,946,81.67,0
3,25,7.08,0.05,880,988,775,880,77.89,0
3,14,7.31,0.21,966,1085,872,966,78.12,0
3,23,7.37,0.43,794,917,730,794,75.22,0
2,28,5.01,1.26,823,968,745,823,61.5,0
1,36,6.97,0.88,825,905,780,825,76.53,0
2,44,5.32,1.03,873,882,807,873,76.66,0
4,33,6.17,0.55,948,970,924,948,87.46,0
4,5,7.06,0.95,907,958,874,907,80.41,0
1,42,6.26,0.68,905,995,838,905,75.97,0
4,33,6.59,0.53,900,960,877,900,84.55,0
4,20,6.38,0.7,874,933,835,874,80.65,0
2,12,6.82,1.83,722,850,666,722,61.78,0
3,42,7.59,0.29,902,965,804,902,80.25,0
4,19,7.85,0.74,868,976,837,868,78.37,0
4,16,6.65,0.58,887,984,843,887,78.8,0
4,5,7.13,0.58,965,991,942,965,87.9,0
1,25,6.82,0.72,992,1022,914,992,80.89,0
2,21,6.22,1.94,823,883,776,823,66.99,0
2,18,6.91,1.65,787,843,725,787,69.42,0
4,7,6.25,0.72,825,917,798,825,78.03,0
2,39,5.9,1.57,690,812,635,690,61.77,0
4,40,7.25,0.86,843,980,801,843,73.07,0
4,47,7.07,0.72,839,914,804,839,79.83,0
1,13,8.25,0.53,924,997,870,924,81.99,0
1,39,7.63,1.14,983,1072,933,983,75.72,0
3,40,7.16,0.24,994,1072,912,994,82.32,0
1,46,6.92,1.43,1031,1077,967,1031,74.41,0
4,32,6.5,0.51,935,978,904,935,85.71,0
3,24,7.24,0.04,964,1078,828,964,76.39,0
4,40,6.11,0.61,848,924,810,848,79.7,0
1,22,9.0,1.04,916,1042,863,916,74.24,0
2,33,5.29,1.6,774,894,730,774,62.69,0
2,46,6.26,1.29,839,937,781,839,69.11,0
3,31,7.22,0.08,1040,1044,976,1040,92.46,0
3,7,7.36,0.14,909,1020,826,909,79.47,0
2,30,6.04,1.81,911,914,850,911,71.56,0
4,42,6.93,0.54,912,955,870,912,84.51,0
1,4,8.04,1.08,837,975,799,837,72.24,0
1,47,6.94,0.66,906,1065,854,906,73.22,0
3,16,7.35,0.01,883,1017,779,883,76.49,0
1,5,7.25,1.13,843,958,784,843,70.8,0
1,34,7.85,0.99,902,1007,838,902,73.9,0
1,20,6.64,0.96,854,993,819,854,72.06,0
2,1,6.64,1.5,841,875,777,841,72.44,0
3,13,7.84,0.15,860,906,797,860,86.32,0
2,36,5.47,1.49,843,916,789,843,67.7,0
1,1,6.76,1.46,823,908,762,823,69.02,0
1,35,8.35,0.74,903,1046,830,903,72.89,0
2,11,5.92,1.66,771,887,694,771,61.11,0
1,35,7.08,0.92,896,949,831,896,77.5,0
4,28,7.42,0.61,903,952,879,903,85.32,0
2,46,6.18,1.56,846,957,781,846,65.16,0
3,14,7.23,0.37,832,905,755,832,79.36,0
4,33,7.67,0.9,818,918,796,818,77.6,0
2,50,5.4,1.98,771,833,698,771,61.31,0
3,38,7.2,0.19,828,942,711,828,73.54,0
1,5,8.92,1.31,963,1031,892,963,75.44,0
1,7,8.56,1.34,855,954,790,855,71.6,0
4,8,7.15,0.6,871,916,849,871,85.51,0
2,12,5.72,1.7,762,848,688,762,62.54,0
3,28,7.95,0.22,1008,1045,859,1008,79.99,0
2,23,5.24,1.28,850,974,801,850,66.09,0
3,2,7.44,0.26,890,904,810,890,86.58,0
1,26,7.85,0.72,971,1030,923,971,82.08,0
4,39,7.24,0.73,856,915,813,856,80.71,0
4,45,7.13,0.66,874,968,843,874,79.71,0
4,18,7.62,0.68,795,916,775,795,77.68,0
2,44,5.71,1.4,860,944,793,860,67.46,0
2,23,6.05,1.37,770,838,725,770,70.54,0
2,42,5.54,1.69,765,840,716,765,65.31,0
3,13,7.73,0.42,851,986,794,851,76.38,0
1,7,7.94,1.28,1013,1051,936,1013,76.69,0
3,2,7.32,0.34,921,1082,859,921,75.87,0
1,23,7.97,0.98,858,940,793,858,75.12,0
4,44,6.74,0.97,812,931,787,812,73.9,0
1,30,7.51,1.48,961,1064,922,961,72.39,0
4,15,7.91,0.8,845,987,806,845,74.16,0
4,44,6.77,0.8,878,975,846,878,77.6,0
3,5,7.15,0.37,997,1011,909,997,85.49,0
4,28,6.68,0.87,867,980,828,867,74.75,0
1,33,6.89,0.95,960,1083,895,960,72.63,0
2,11,5.0,1.61,829,898,761,829,64.1,0
1,18,6.56,0.9,886,926,827,886,78.53,0
3,24,7.62,0.44,868,909,816,868,84.87,0
2,33,6.13,1.65,860,903,797,860,69.54,0
3,14,7.47,0.16,955,1068,869,955,79.66,0
1,28,7.93,1.24,897,919,843,897,79.33,0
1,10,8.1,1.26,1042,1081,976,1042,78.13,0
2,19,5.36,1.32,856,985,787,856,64.11,0
4,2,7.06,0.54,907,965,884,907,85.1,0
4,35,6.19,1.0,949,996,926,949,80.04,0
2,2,5.6,1.89,822,839,759,822,67.64,0
1,24,7.1,0.7,1075,1085,1012,1075,84.9,0
2,19,6.64,1.53,907,946,823,907,70.71,0
1,43,7.63,1.35,976,1080,932,976,73.32,0
1,21,6.39,0.79,1000,1040,933,1000,79.84,0
2,49,5.57,1.77,842,937,767,842,62.12,0
3,39,7.6,0.22,896,966,823,896,82.8,0
2,29,6.44,1.89,742,872,695,742,61.62,0
4,4,7.94,0.76,893,984,849,893,78.74,0
2,44,6.46,1.28,944,948,849,944,74.75,0
2,14,6.89,1.48,789,829,736,789,73.08,0
4,3,7.99,0.6,861,985,818,861,77.25,0
4,29,7.52,0.51,975,998,944,975,88.58,0
3,47,7.47,0.43,982,1008,904,982,84.8,0
4,4,6.97,0.84,860,930,818,860,78.5,0
2,27,5.21,1.28,756,804,682,756,68.1,0
2,49,5.84,1.5,799,806,727,799,71.77,0
4,40,6.7,0.75,840,929,817,840,79.09,0
2,23,5.23,1.89,799,856,747,799,64.1,0
3,19,7.52,0.42,934,1014,857,934,80.05,0
4,19,7.35,0.55,929,967,906,929,87.17,0
2,23,5.46,1.51,712,809,660,712,63.91,0
2,10,5.92,1.48,783,843,737,783,69.94,0
2,12,6.99,1.47,872,982,828,872,69.67,0
3,26,7.09,0.15,970,1009,881,970,85.51,0
3,25,7.5,0.18,1043,1063,967,1043,88.84,0
3,20,7.57,0.26,889,984,796,889,78.21,0
3,49,7.06,0.25,967,1079,863,967,77.25,0
1,46,8.99,0.9,926,1060,872,926,74.78,0
4,29,7.47,0.54,920,979,889,920,84.69,0
2,14,5.04,1.16,979,980,901,979,74.74,0
4,23,7.21,0.75,802,900,782,802,78.7,0
1,5,8.15,0.78,884,1035,817,884,72.04,0
2,11,7.0,1.88,865,930,817,865,69.25,0
3,32,7.4,0.31,1046,1083,932,1046,82.6,0
4,22,6.76,0.69,835,926,818,835,80.16,0
4,7,6.69,0.89,802,915,775,802,74.75,0
3,14,7.02,0.3,873,970,776,873,76.72,0
1,46,8.47,0.98,1077,1085,1028,1077,84.92,0
3,39,7.64,0.48,855,935,738,855,74.26,0
3,42,7.77,0.12,979,1063,862,979,79.86,0
1,18,6.82,1.27,866,922,820,866,74.98,0
4,33,6.38,0.52,874,996,854,874,79.28,0
1,9,8.09,1.33,941,996,898,941,77.43,0
4,44,7.72,0.7,881,987,840,881,78.03,0
4,23,7.8,0.8,835,904,796,835,79.86,0
2,35,6.19,1.35,795,911,754,795,67.95,0
1,26,7.51,0.77,987,1002,922,987,83.46,0
1,23,6.97,0.75,1044,1064,988,1044,83.84,0
3,40,7.65,0.38,837,930,764,837,78.26,0
4,35,7.81,0.71,882,984,844,882,78.62,0
1,43,7.53,0.77,847,929,787,847,76.86,0
2,1,6.37,1.33,702,825,647,702,64.88,0
3,16,7.33,0.21,921,1012,821,921,78.87,0
2,24,6.44,1.63,760,886,708,760,63.77,0
3,50,7.65,0.26,895,999,834,895,80.74,0
3,26,7.94,0.29,935,970,861,935,85.64,0
4,19,6.51,0.85,939,982,919,939,82.78,0
1,19,8.18,1.19,870,904,803,870,77.55,0
2,6,5.66,1.7,838,899,778,838,66.55,0
4,24,7.05,0.79,872,943,840,872,80.1,0
2,36,6.13,1.03,877,916,804,877,75.15,0
4,6,6.72,0.77,944,974,898,944,82.72,0
2,9,5.6,1.15,793,861,745,793,71.79,0
4,6,6.26,0.91,821,901,782,821,75.78,0
3,37,7.64,0.17,905,963,809,905,82.18,0
2,29,6.68,1.72,729,814,671,729,65.55,0
3,11,7.03,0.49,926,1077,800,926,69.44,0
2,41,6.1,1.16,922,984,830,922,70.87,0
1,13,6.27,0.74,1001,1011,938,1001,82.99,0
1,22,8.47,0.5,955,975,893,955,86.48,0
2,31,6.52,1.38,938,961,853,938,73.26,0
2,1,5.2,1.61,823,884,762,823,65.82,0
1,27,6.39,0.81,883,964,813,883,74.85,0
2,25,6.28,1.84,853,935,785,853,64.93,0
3,32,7.62,0.1,976,1091,890,976,80.52,0
4,49,7.48,0.81,900,906,868,900,86.44,0
3,42,7.66,0.47,945,1023,868,945,79.94,0
1,2,6.06,0.78,907,1012,855,907,74.85,0
2,20,6.42,1.96,971,973,915,971,72.04,0
3,29,7.12,0.33,1023,1083,921,1023,81.27,0
3,6,7.64,0.15,1039,1085,910,1039,82.26,0
1,39,8.03,0.57,806,914,747,806,76.31,0
3,50,7.69,0.43,898,956,835,898,82.72,0
1,42,7.27,0.57,998,1079,951,998,81.73,0
4,48,6.23,0.62,922,984,900,922,83.18,0
1,30,8.56,0.78,911,927,845,911,83.54,0
2,13,6.05,1.07,799,925,740,799,67.98,0
2,42,5.13,1.7,816,958,773,816,60.61,0
4,16,7.09,0.99,923,999,895,923,78.61,0
1,50,7.01,0.59,913,1074,870,913,74.72,0
1,46,6.69,1.2,971,1063,917,971,73.15,0
4,13,6.32,0.5,831,958,809,831,78.26,0
1,26,8.37,0.75,861,918,823,861,82.28,0
4,21,7.31,0.75,934,964,888,934,83.54,0
4,38,7.79,0.89,900,994,867,900,78.28,0
4,38,6.39,0.61,879,944,853,879,82.49,0
4,16,6.97,0.66,797,933,776,797,75.98,0
2,33,6.23,1.45,823,932,757,823,65.89,0
2,4,5.08,1.01,881,887,797,881,74.95,0
1,35,6.27,1.22,1031,1091,953,1031,73.12,0
1,45,7.04,0.79,848,917,792,848,77.65,0
1,42,6.07,0.78,970,1075,922,970,76.0,0
4,46,7.12,0.88,879,963,836,879,77.26,0
1,6,2.26,6.76,469,885,277,469,7.84,1
4,42,1.17,6.04,396,890,254,396,4.63,1
2,26,2.49,8.16,478,930,333,478,8.37,1
1,33,1.21,7.81,367,1006,195,367,2.6,1
4,24,2.5,9.63,363,838,211,363,5.19,1
4,7,1.04,5.96,395,1047,254,395,3.6,1
1,26,1.51,9.94,247,1098,121,247,1.45,1
4,50,2.82,6.28,496,1055,321,496,9.43,1
2,4,1.95,9.08,403,805,231,403,5.07,1
2,29,2.1,7.69,164,937,103,164,2.36,1
1,9,1.92,9.33,357,888,206,357,3.96,1
1,46,1.09,7.88,208,970,104,208,1.3,1
2,27,1.74,7.76,389,1067,183,389,3.14,1
2,17,1.76,6.36,367,1034,176,367,3.69,1
3,43,1.98,7.72,244,837,167,244,4.07,1
4,27,2.93,8.56,431,1028,178,431,4.42,1
1,16,2.51,8.58,418,1097,279,418,5.76,1
1,16,1.82,8.04,341,1042,204,341,3.61,1
2,35,1.6,8.22,336,965,134,336,2.26,1
2,30,2.67,8.7,349,1076,208,349,4.54,1
4,5,2.86,8.74,169,879,96,169,2.69,1
4,1,1.13,5.76,364,944,205,364,3.56,1
3,45,2.85,7.88,408,921,165,408,4.76,1
3,48,2.29,5.18,188,1051,121,188,3.53,1
2,47,2.75,6.74,371,904,248,371,7.95,1
3,36,1.18,7.51,350,858,167,350,2.64,1
4,22,2.23,5.9,253,1055,163,253,4.24,1
4,8,2.43,8.98,338,821,224,338,5.81,1
4,26,1.27,6.28,156,846,76,156,1.51,1
3,12,2.46,8.13,382,859,168,382,4.54,1
1,3,2.14,5.79,271,1057,140,271,3.57,1
2,10,2.8,7.8,238,988,125,238,3.34,1
1,16,2.4,5.4,222,1080,108,222,3.08,1
2,39,1.3,5.2,377,862,160,377,3.71,1
2,47,2.57,9.69,303,878,163,303,3.89,1
4,13,2.85,9.45,429,1016,247,429,5.63,1
1,37,2.95,5.71,427,852,172,427,6.88,1
2,5,2.5,6.17,293,1030,163,293,4.56,1
4,43,1.8,7.83,325,972,150,325,2.88,1
1,49,1.14,9.68,191,892,96,191,1.13,1
3,46,2.3,8.68,407,841,169,407,4.21,1
2,37,2.84,6.38,151,1023,93,151,2.8,1
3,42,1.12,7.89,392,854,192,392,2.79,1
1,24,2.1,6.27,154,1028,64,154,1.56,1
2,13,1.76,7.94,253,974,164,253,3.06,1
4,17,1.91,5.82,419,860,205,419,5.89,1
2,9,2.25,6.0,390,981,224,390,6.23,1
2,27,3.0,5.73,445,847,181,445,7.34,1
4,2,1.93,6.78,335,839,206,335,5.44,1
2,16,2.54,7.8,225,1018,122,225,2.94,1
2,15,1.07,5.8,217,865,115,217,2.07,1
2,30,2.84,5.41,295,866,167,295,6.64,1
4,46,2.9,5.31,309,1013,127,309,4.43,1
4,46,2.1,9.85,167,925,69,167,1.31,1
4,39,2.44,6.38,187,817,76,187,2.57,1
4,3,1.36,7.79,165,1057,97,165,1.36,1
3,29,1.96,5.62,167,927,81,167,2.26,1
2,49,1.43,7.72,360,921,166,360,2.82,1
3,22,1.41,6.9,176,816,86,176,1.79,1
2,1,1.31,9.89,425,1037,178,425,2.01,1
3,47,2.54,6.0,356,884,181,356,6.09,1
3,7,2.25,5.67,468,899,316,468,9.99,1
3,2,2.08,6.54,345,814,193,345,5.72,1
1,2,2.44,7.16,218,1099,120,218,2.78,1
3,41,1.67,5.75,457,1007,275,457,6.15,1
4,41,2.01,7.52,475,933,205,475,4.63,1
1,7,1.82,6.96,316,1098,190,316,3.59,1
4,43,1.08,7.44,198,999,114,198,1.45,1
4,48,2.13,8.32,197,949,89,197,1.91,1
1,4,2.78,6.41,180,827,75,180,2.74,1
2,27,1.05,7.03,226,981,130,226,1.72,1
2,40,1.77,7.39,394,876,224,394,4.94,1
3,13,2.45,5.77,330,941,185,330,5.86,1
1,8,1.68,9.57,278,877,141,278,2.4,1
4,16,1.23,7.42,365,807,179,365,3.15,1
3,47,1.73,6.39,223,1040,153,223,3.13,1
2,2,1.55,8.67,302,801,205,302,3.88,1
1,30,1.9,8.26,294,895,160,294,3.34,1
1,8,1.37,9.86,217,810,135,217,2.03,1
4,18,2.98,5.15,164,918,93,164,3.71,1
3,6,2.2,8.4,298,917,189,298,4.28,1
4,9,2.94,7.82,487,1070,279,487,7.12,1
4,24,1.16,5.75,171,1089,92,171,1.42,1
4,37,1.98,5.09,193,991,105,193,2.97,1
3,10,1.74,9.93,202,801,84,202,1.56,1
2,48,2.13,7.81,175,836,93,175,2.38,1
4,48,2.77,5.58,247,864,146,247,5.61,1
1,41,1.87,6.26,299,922,126,299,3.14,1
1,1,1.63,9.85,200,936,80,200,1.21,1
2,39,1.05,7.84,492,1086,253,492,2.75,1
2,10,1.34,8.32,179,889,108,179,1.69,1
2,8,2.29,8.21,465,896,212,465,5.16,1
2,37,1.05,5.17,324,1037,146,324,2.38,1
2,24,1.85,5.0,198,1011,132,198,3.53,1
2,24,2.21,5.5,278,809,163,278,5.78,1
1,8,1.62,6.62,255,1006,123,255,2.4,1
1,17,2.39,8.11,473,833,236,473,6.45,1
2,44,2.25,6.86,347,907,236,347,6.43,1
2,48,2.64,7.5,245,997,102,245,2.66,1
3,18,1.14,9.74,197,807,99,197,1.29,1
